business_name,category,city,address,phone,source
Dastarkhan 323,North Indian,Lucknow,"70, Hazratganj",9871530297,Justdial
Peter Cafe 324,Street Food,Lucknow,"12, Hazratganj",9834572770,Justdial
Moti Mahal 325,South Indian,Lucknow,"76, Aliganj",9857609205,Justdial
Tunday Kababi 326,Chinese,Lucknow,"16, Indira Nagar",9877035963,Justdial
Wahid Biryani 327,Street Food,Lucknow,"75, Hazratganj",9818639955,Justdial
Chowdhary Lassi 328,Street Food,Lucknow,"33, Chowk",9876678012,Justdial
Wahid Biryani 329,North Indian,Lucknow,"63, Aminabad",9835962528,Justdial
Aryan Restaurant 330,Fast Food,Lucknow,"18, Chowk",9831089745,Justdial
Royal Cafe 331,Fast Food,Lucknow,"40, Gomti Nagar",9844797660,Justdial
Royal Cafe 332,North Indian,Lucknow,"87, Chowk",9863277200,Justdial
Tunday Kababi 333,Mughlai,Lucknow,"22, Indira Nagar",9837848384,Justdial
Wahid Biryani 334,Mughlai,Lucknow,"25, Gomti Nagar",9826752879,Justdial
Peter Cafe 335,North Indian,Lucknow,"46, Aliganj",9812338360,Justdial
Zaheer Ahmed Biryani 336,North Indian,Lucknow,"66, Aliganj",9856042262,Justdial
Zaheer Ahmed Biryani 337,North Indian,Lucknow,"96, Aminabad",9838712981,Justdial
Bajpai Kachori 338,South Indian,Lucknow,"24, Indira Nagar",9815762626,Justdial
Moti Mahal 339,Fast Food,Lucknow,"4, Aliganj",9895128437,Justdial
Tunday Kababi 340,Chinese,Lucknow,"80, Hazratganj",9862699249,Justdial
Sharma Ji Ka Dhaba 341,Street Food,Lucknow,"62, Aliganj",9879734786,Justdial
Bajpai Kachori 342,Fast Food,Lucknow,"32, Aliganj",9813585584,Justdial
Royal Cafe 343,South Indian,Lucknow,"55, Gomti Nagar",9873568423,Justdial
Moti Mahal 344,Street Food,Lucknow,"32, Aliganj",9861457556,Justdial
Royal Cafe 345,Fast Food,Lucknow,"62, Chowk",9875266618,Justdial
Moti Mahal 346,Street Food,Lucknow,"97, Aminabad",9870309253,Justdial
Aryan Restaurant 347,Fast Food,Lucknow,"98, Chowk",9846668135,Justdial
Dastarkhan 348,Fast Food,Lucknow,"82, Aliganj",9846271701,Justdial
Chowdhary Lassi 349,North Indian,Lucknow,"41, Hazratganj",9891094040,Justdial
Tunday Kababi 350,Street Food,Lucknow,"68, Aminabad",9836211441,Justdial
Peter Cafe 351,Mughlai,Lucknow,"96, Chowk",9834643230,Justdial
Royal Cafe 352,South Indian,Lucknow,"68, Gomti Nagar",9877579931,Justdial
Aryan Restaurant 353,South Indian,Lucknow,"24, Indira Nagar",9850320251,Justdial
Bajpai Kachori 354,South Indian,Lucknow,"47, Indira Nagar",9875450032,Justdial
Aryan Restaurant 355,Fast Food,Lucknow,"74, Gomti Nagar",9885253995,Justdial
Sharma Ji Ka Dhaba 356,Street Food,Lucknow,"17, Aminabad",9825554005,Justdial
Wahid Biryani 357,Mughlai,Lucknow,"1, Indira Nagar",9812445466,Justdial
Peter Cafe 358,Chinese,Lucknow,"59, Aliganj",9872407788,Justdial
Zaheer Ahmed Biryani 359,South Indian,Lucknow,"21, Chowk",9838686421,Justdial
Bajpai Kachori 360,South Indian,Lucknow,"10, Aminabad",9855906292,Justdial
Sharma Ji Ka Dhaba 361,Chinese,Lucknow,"26, Aliganj",9812603748,Justdial
Sharma Ji Ka Dhaba 362,South Indian,Lucknow,"70, Indira Nagar",9814376013,Justdial
Zaheer Ahmed Biryani 363,South Indian,Lucknow,"69, Gomti Nagar",9841510740,Justdial
Tunday Kababi 364,North Indian,Lucknow,"92, Aliganj",9861869439,Justdial
Royal Cafe 365,North Indian,Lucknow,"54, Chowk",9837461030,Justdial
Peter Cafe 366,Mughlai,Lucknow,"30, Chowk",9829458765,Justdial
Bajpai Kachori 367,Street Food,Lucknow,"92, Chowk",9845319108,Justdial
Wahid Biryani 368,North Indian,Lucknow,"26, Gomti Nagar",9852119872,Justdial
Zaheer Ahmed Biryani 369,Fast Food,Lucknow,"8, Aliganj",9811893352,Justdial
Idris Biryani 370,Chinese,Lucknow,"69, Indira Nagar",9869556274,Justdial
Tunday Kababi 371,Mughlai,Lucknow,"42, Aliganj",9853465557,Justdial
Zaheer Ahmed Biryani 372,Street Food,Lucknow,"51, Aminabad",9896657386,Justdial
Royal Cafe 373,Street Food,Lucknow,"49, Hazratganj",9846167673,Justdial
Idris Biryani 374,North Indian,Lucknow,"77, Indira Nagar",9886587141,Justdial
Tunday Kababi 375,South Indian,Lucknow,"96, Aliganj",9876441410,Justdial
Tunday Kababi 376,Chinese,Lucknow,"88, Hazratganj",9841845956,Justdial
Aryan Restaurant 377,Mughlai,Lucknow,"83, Chowk",9829788183,Justdial
Wahid Biryani 378,North Indian,Lucknow,"69, Hazratganj",9850958511,Justdial
Bajpai Kachori 379,Street Food,Lucknow,"97, Indira Nagar",9836569185,Justdial
Royal Cafe 380,Street Food,Lucknow,"56, Chowk",9869097943,Justdial
Moti Mahal 381,Mughlai,Lucknow,"88, Hazratganj",9819717534,Justdial
Aryan Restaurant 382,Street Food,Lucknow,"74, Aminabad",9866031273,Justdial
Royal Cafe 383,Street Food,Lucknow,"5, Hazratganj",9811431348,Justdial
Dastarkhan 384,Fast Food,Lucknow,"89, Aminabad",9829577980,Justdial
Aryan Restaurant 385,South Indian,Lucknow,"7, Indira Nagar",9881408062,Justdial
Moti Mahal 386,Street Food,Lucknow,"12, Indira Nagar",9851615598,Justdial
Sharma Ji Ka Dhaba 387,Street Food,Lucknow,"53, Gomti Nagar",9879360058,Justdial
Zaheer Ahmed Biryani 388,Mughlai,Lucknow,"37, Aminabad",9857812390,Justdial
Chowdhary Lassi 389,Fast Food,Lucknow,"90, Aliganj",9816334907,Justdial
Idris Biryani 390,Mughlai,Lucknow,"93, Chowk",9856666172,Justdial
Bajpai Kachori 391,Street Food,Lucknow,"54, Indira Nagar",9846332372,Justdial
Royal Cafe 392,Chinese,Lucknow,"24, Aliganj",9850586779,Justdial
Zaheer Ahmed Biryani 393,Street Food,Lucknow,"53, Indira Nagar",9864574366,Justdial
Wahid Biryani 394,South Indian,Lucknow,"57, Chowk",9899838688,Justdial
Sharma Ji Ka Dhaba 395,Chinese,Lucknow,"46, Aminabad",9859793022,Justdial
Aryan Restaurant 396,Chinese,Lucknow,"2, Aminabad",9813436639,Justdial
Zaheer Ahmed Biryani 397,South Indian,Lucknow,"61, Chowk",9838454890,Justdial
Sharma Ji Ka Dhaba 398,Mughlai,Lucknow,"79, Gomti Nagar",9881776084,Justdial
Bajpai Kachori 399,Fast Food,Lucknow,"73, Indira Nagar",9834740084,Justdial
Moti Mahal 400,North Indian,Lucknow,"26, Aliganj",9835154791,Justdial
Idris Biryani 401,Fast Food,Lucknow,"6, Aminabad",9890122105,Justdial
Aryan Restaurant 402,South Indian,Lucknow,"65, Aliganj",9898378530,Justdial
Sharma Ji Ka Dhaba 403,Chinese,Lucknow,"80, Chowk",9811799495,Justdial
Tunday Kababi 404,South Indian,Lucknow,"56, Indira Nagar",9835589591,Justdial
Idris Biryani 405,South Indian,Lucknow,"98, Aminabad",9880496495,Justdial
Peter Cafe 406,Chinese,Lucknow,"67, Aliganj",9850181844,Justdial
Zaheer Ahmed Biryani 407,Chinese,Lucknow,"92, Aminabad",9836297188,Justdial
Aryan Restaurant 408,Mughlai,Lucknow,"87, Gomti Nagar",9887824467,Justdial
Moti Mahal 409,Chinese,Lucknow,"50, Indira Nagar",9898890086,Justdial
Sharma Ji Ka Dhaba 410,Fast Food,Lucknow,"5, Hazratganj",9838748989,Justdial
Moti Mahal 411,Mughlai,Lucknow,"43, Chowk",9850740467,Justdial
Dastarkhan 412,Street Food,Lucknow,"75, Hazratganj",9844371673,Justdial
Sharma Ji Ka Dhaba 413,Chinese,Lucknow,"83, Aliganj",9820319836,Justdial
Sharma Ji Ka Dhaba 414,Street Food,Lucknow,"87, Hazratganj",9879551263,Justdial
Aryan Restaurant 415,Fast Food,Lucknow,"70, Hazratganj",9897400819,Justdial
Aryan Restaurant 416,North Indian,Lucknow,"62, Chowk",9816511874,Justdial
Chowdhary Lassi 417,Fast Food,Lucknow,"51, Hazratganj",9859242426,Justdial
Idris Biryani 418,Fast Food,Lucknow,"58, Chowk",9819701697,Justdial
Royal Cafe 419,North Indian,Lucknow,"78, Indira Nagar",9830453976,Justdial
Royal Cafe 420,Fast Food,Lucknow,"71, Gomti Nagar",9866996734,Justdial
Wahid Biryani 421,Chinese,Lucknow,"30, Chowk",9815958445,Justdial
Tunday Kababi 422,Chinese,Lucknow,"46, Aminabad",9889962748,Justdial
Bajpai Kachori 423,Street Food,Lucknow,"78, Chowk",9836672794,Justdial
Chowdhary Lassi 424,Street Food,Lucknow,"98, Aminabad",9831967807,Justdial
Sharma Ji Ka Dhaba 425,Mughlai,Lucknow,"12, Aminabad",9889904251,Justdial
Tunday Kababi 426,Street Food,Lucknow,"58, Aminabad",9813659553,Justdial
Aryan Restaurant 427,Street Food,Lucknow,"26, Hazratganj",9866045315,Justdial
Chowdhary Lassi 428,Street Food,Lucknow,"95, Hazratganj",9870066713,Justdial
Moti Mahal 429,Mughlai,Lucknow,"72, Hazratganj",9885694962,Justdial
Peter Cafe 430,Mughlai,Lucknow,"92, Hazratganj",9861228947,Justdial
Bajpai Kachori 431,South Indian,Lucknow,"32, Aminabad",9867477842,Justdial
Wahid Biryani 432,Mughlai,Lucknow,"63, Indira Nagar",9879602415,Justdial
Aryan Restaurant 433,Fast Food,Lucknow,"58, Hazratganj",9855734764,Justdial
Bajpai Kachori 434,Street Food,Lucknow,"13, Indira Nagar",9863494433,Justdial
Moti Mahal 435,Street Food,Lucknow,"49, Aliganj",9812294627,Justdial
Tunday Kababi 436,Street Food,Lucknow,"35, Gomti Nagar",9838643162,Justdial
Royal Cafe 437,Fast Food,Lucknow,"14, Hazratganj",9851832331,Justdial
Chowdhary Lassi 438,Chinese,Lucknow,"79, Indira Nagar",9842559095,Justdial
Aryan Restaurant 439,South Indian,Lucknow,"63, Chowk",9861125110,Justdial
Idris Biryani 440,Chinese,Lucknow,"22, Chowk",9874425722,Justdial
Chowdhary Lassi 441,North Indian,Lucknow,"2, Chowk",9882473132,Justdial
Sharma Ji Ka Dhaba 442,North Indian,Lucknow,"100, Chowk",9833498732,Justdial
Moti Mahal 443,Chinese,Lucknow,"51, Hazratganj",9810172960,Justdial
Wahid Biryani 444,Mughlai,Lucknow,"5, Gomti Nagar",9893690406,Justdial
Wahid Biryani 445,Street Food,Lucknow,"73, Gomti Nagar",9832777161,Justdial
Peter Cafe 446,Mughlai,Lucknow,"60, Aminabad",9894058941,Justdial
Bajpai Kachori 447,Fast Food,Lucknow,"55, Gomti Nagar",9851067612,Justdial
Idris Biryani 448,Chinese,Lucknow,"19, Aminabad",9846242375,Justdial
Tunday Kababi 449,Mughlai,Lucknow,"52, Aminabad",9899510583,Justdial
Bajpai Kachori 450,Chinese,Lucknow,"34, Aminabad",9888305468,Justdial
Royal Cafe 451,Mughlai,Lucknow,"93, Gomti Nagar",9863077155,Justdial
Idris Biryani 452,Chinese,Lucknow,"68, Indira Nagar",9814202431,Justdial
Bajpai Kachori 453,Fast Food,Lucknow,"7, Aminabad",9899362764,Justdial
Bajpai Kachori 454,Chinese,Lucknow,"35, Indira Nagar",9862980920,Justdial
Sharma Ji Ka Dhaba 455,Street Food,Lucknow,"63, Gomti Nagar",9824440661,Justdial
Tunday Kababi 456,Mughlai,Lucknow,"43, Gomti Nagar",9894660467,Justdial
Bajpai Kachori 457,Chinese,Lucknow,"50, Indira Nagar",9861311387,Justdial
Idris Biryani 458,Fast Food,Lucknow,"38, Aminabad",9862775720,Justdial
Peter Cafe 459,Mughlai,Lucknow,"38, Chowk",9830289458,Justdial
Idris Biryani 460,Chinese,Lucknow,"25, Chowk",9889308518,Justdial
Tunday Kababi 461,Mughlai,Lucknow,"15, Chowk",9839917057,Justdial
Idris Biryani 462,Street Food,Lucknow,"20, Chowk",9846232806,Justdial
Dastarkhan 463,South Indian,Lucknow,"91, Hazratganj",9896309336,Justdial
Sharma Ji Ka Dhaba 464,North Indian,Lucknow,"30, Aliganj",9848934714,Justdial
Aryan Restaurant 465,Street Food,Lucknow,"48, Indira Nagar",9842047265,Justdial
Royal Cafe 466,South Indian,Lucknow,"96, Gomti Nagar",9890981488,Justdial
Bajpai Kachori 467,Mughlai,Lucknow,"35, Aminabad",9871519271,Justdial
Idris Biryani 468,North Indian,Lucknow,"53, Chowk",9891182650,Justdial
Dastarkhan 469,North Indian,Lucknow,"13, Hazratganj",9820452556,Justdial
Tunday Kababi 470,North Indian,Lucknow,"10, Chowk",9825898554,Justdial
Idris Biryani 471,Fast Food,Lucknow,"79, Aliganj",9883866974,Justdial
Chowdhary Lassi 472,North Indian,Lucknow,"73, Aminabad",9894924095,Justdial
Moti Mahal 473,Street Food,Lucknow,"25, Chowk",9840676612,Justdial
Dastarkhan 474,Mughlai,Lucknow,"100, Aminabad",9860787483,Justdial
Dastarkhan 475,Chinese,Lucknow,"16, Chowk",9836170579,Justdial
Royal Cafe 476,Mughlai,Lucknow,"92, Aliganj",9817038107,Justdial
Peter Cafe 477,Chinese,Lucknow,"25, Indira Nagar",9897100160,Justdial
Sharma Ji Ka Dhaba 478,Fast Food,Lucknow,"45, Aliganj",9827519847,Justdial
Idris Biryani 479,North Indian,Lucknow,"15, Gomti Nagar",9860497620,Justdial
Sharma Ji Ka Dhaba 480,Mughlai,Lucknow,"36, Gomti Nagar",9819879333,Justdial
Wahid Biryani 481,Chinese,Lucknow,"10, Gomti Nagar",9899224895,Justdial
Zaheer Ahmed Biryani 482,South Indian,Lucknow,"80, Hazratganj",9859116601,Justdial
Peter Cafe 483,South Indian,Lucknow,"13, Indira Nagar",9826390879,Justdial
Sharma Ji Ka Dhaba 484,North Indian,Lucknow,"1, Chowk",9830049877,Justdial
Wahid Biryani 485,North Indian,Lucknow,"66, Chowk",9851043542,Justdial
Royal Cafe 486,Chinese,Lucknow,"8, Aminabad",9814296090,Justdial
Moti Mahal 487,South Indian,Lucknow,"82, Chowk",9866471206,Justdial
Zaheer Ahmed Biryani 488,Mughlai,Lucknow,"53, Indira Nagar",9897635394,Justdial
Chowdhary Lassi 489,South Indian,Lucknow,"84, Indira Nagar",9890607350,Justdial
Wahid Biryani 490,North Indian,Lucknow,"2, Gomti Nagar",9885329898,Justdial
Zaheer Ahmed Biryani 491,Fast Food,Lucknow,"31, Gomti Nagar",9855829122,Justdial
Wahid Biryani 492,South Indian,Lucknow,"1, Aliganj",9850038661,Justdial
Dastarkhan 493,Fast Food,Lucknow,"8, Hazratganj",9860109040,Justdial
Chowdhary Lassi 494,Fast Food,Lucknow,"86, Gomti Nagar",9843036316,Justdial
Moti Mahal 495,Mughlai,Lucknow,"29, Indira Nagar",9892930436,Justdial
Zaheer Ahmed Biryani 496,Chinese,Lucknow,"72, Gomti Nagar",9856510414,Justdial
Tunday Kababi 497,Street Food,Lucknow,"31, Chowk",9897253390,Justdial
Chowdhary Lassi 498,Mughlai,Lucknow,"69, Indira Nagar",9880561794,Justdial
Dastarkhan 499,South Indian,Lucknow,"69, Aliganj",9893570248,Justdial
Royal Cafe 500,Street Food,Lucknow,"79, Aliganj",9822536835,Justdial
